Name;ID;Initial Class;Age;Gender;Birth Month;Birth Day;Support Type;Innate Prof.;Sub Proficiency;Level;Internal Level;HP Base;Str Base;Mag Base;Dex Base;Spd Base;Def Base;Res Base;Lck Base;Bld Base;Mov Base;SP;HP Growth;Str Growth;Mag Growth;Dex Growth;Spd Growth;Def Growth;Res Growth;Lck Growth;Bld Growth;HP Cap+;Str Cap+;Mag Cap+;Dex Cap+;Spd Cap+;Def Cap+;Res Cap+;Lck Cap+;Common Skills;Normal Skills;Hard Skills;Maddening Skills;Engage Skills;Origin;Description;HP Base Hard;Str Base Hard;Mag Base Hard;Dex Base Hard;Spd Base Hard;Def Base Hard;Res Base Hard;Lck Base Hard;Bld Base Hard;Mov Base Hard;HP Base Maddening;Str Base Maddening;Mag Base Maddening;Dex Base Maddening;Spd Base Maddening;Def Base Maddening;Res Base Maddening;Lck Base Maddening;Bld Base Maddening;Mov Base Maddening
Brodian Soldier;PID_???????_???????8;Lance Armor;---;Female;---;---;Default;---;---;1;0;25;8;0;6;1;12;0;2;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Brodian army.;25;8;0;6;1;12;0;2;7;4;25;8;0;6;1;12;0;2;7;4
Brodian Soldier;PID_???????_???????9;Lance Armor;---;Female;---;---;Default;---;---;1;0;25;8;0;6;1;12;0;2;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Brodian army.;25;8;0;6;1;12;0;2;7;4;25;8;0;6;1;12;0;2;7;4
Brodian Soldier;PID_???????_???????10;Lance Armor;---;Female;---;---;Default;---;---;1;0;25;8;0;6;1;12;0;2;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Brodian army.;25;8;0;6;1;12;0;2;7;4;25;8;0;6;1;12;0;2;7;4
Brodian Soldier;PID_???????_??????1;Sword Cavalier;---;Male;---;---;Default;---;---;1;0;23;6;1;8;7;4;2;2;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Brodian army.;23;6;1;8;7;4;2;2;6;5;23;6;1;8;7;4;2;2;6;5
Brodian Soldier;PID_???????_??????2;Sword Cavalier;---;Male;---;---;Default;---;---;1;0;23;6;1;8;7;4;2;2;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Brodian army.;23;6;1;8;7;4;2;2;6;5;23;6;1;8;7;4;2;2;6;5
Brodian Soldier;PID_???????_??????3;Sword Cavalier;---;Female;---;---;Default;---;---;1;0;23;6;1;8;7;4;2;2;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Brodian army.;23;6;1;8;7;4;2;2;6;5;23;6;1;8;7;4;2;2;6;5
Brodian Soldier;PID_???????_??????4;Sword Cavalier;---;Female;---;---;Default;---;---;1;0;23;6;1;8;7;4;2;2;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Brodian army.;23;6;1;8;7;4;2;2;6;5;23;6;1;8;7;4;2;2;6;5
Brodian Soldier;PID_???????_???1;Martial Monk;---;Male;---;---;Default;---;---;1;0;18;3;5;6;5;3;8;3;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Brodian army.;18;3;5;6;5;3;8;3;3;4;18;3;5;6;5;3;8;3;3;4
Brodian Soldier;PID_???????_???2;Martial Monk;---;Male;---;---;Default;---;---;1;0;18;3;5;6;5;3;8;3;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Brodian army.;18;3;5;6;5;3;8;3;3;4;18;3;5;6;5;3;8;3;3;4
Brodian Soldier;PID_???????_???3;Martial Monk;---;Female;---;---;Default;---;---;1;0;18;3;5;6;5;3;8;3;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Brodian army.;18;3;5;6;5;3;8;3;3;4;18;3;5;6;5;3;8;3;3;4
Brodian Soldier;PID_???????_???4;Martial Monk;---;Female;---;---;Default;---;---;1;0;18;3;5;6;5;3;8;3;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Brodian army.;18;3;5;6;5;3;8;3;3;4;18;3;5;6;5;3;8;3;3;4
Brodian Soldier;PID_???????_???1;Mage;---;Male;---;---;Default;---;---;1;0;18;1;7;6;6;1;7;2;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Brodian army.;18;1;7;6;6;1;7;2;4;4;18;1;7;6;6;1;7;2;4;4
Brodian Soldier;PID_???????_???2;Mage;---;Male;---;---;Default;---;---;1;0;18;1;7;6;6;1;7;2;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Brodian army.;18;1;7;6;6;1;7;2;4;4;18;1;7;6;6;1;7;2;4;4
Brodian Soldier;PID_???????_???3;Mage;---;Female;---;---;Default;---;---;1;0;18;1;7;6;6;1;7;2;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Brodian army.;18;1;7;6;6;1;7;2;4;4;18;1;7;6;6;1;7;2;4;4
Brodian Soldier;PID_???????_???4;Mage;---;Female;---;---;Default;---;---;1;0;18;1;7;6;6;1;7;2;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Brodian army.;18;1;7;6;6;1;7;2;4;4;18;1;7;6;6;1;7;2;4;4
Brodian Soldier;PID_???????_?????1;Archer;---;Male;---;---;Default;---;---;1;0;19;6;0;9;5;2;1;2;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Brodian army.;19;6;0;9;5;2;1;2;4;4;19;6;0;9;5;2;1;2;4;4
Brodian Soldier;PID_???????_?????2;Archer;---;Male;---;---;Default;---;---;1;0;19;6;0;9;5;2;1;2;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Brodian army.;19;6;0;9;5;2;1;2;4;4;19;6;0;9;5;2;1;2;4;4
Brodian Soldier;PID_???????_?????3;Archer;---;Female;---;---;Default;---;---;1;0;19;6;0;9;5;2;1;2;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Brodian army.;19;6;0;9;5;2;1;2;4;4;19;6;0;9;5;2;1;2;4;4
Brodian Soldier;PID_???????_?????4;Archer;---;Female;---;---;Default;---;---;1;0;19;6;0;9;5;2;1;2;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Brodian army.;19;6;0;9;5;2;1;2;4;4;19;6;0;9;5;2;1;2;4;4
Solmic Soldier;PID_?????_???????1;Lance Armor;---;Male;---;---;Default;---;---;1;0;25;8;0;6;1;12;0;2;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Solm army.;25;8;0;6;1;12;0;2;7;4;25;8;0;6;1;12;0;2;7;4
Solmic Soldier;PID_?????_???????2;Lance Armor;---;Female;---;---;Default;---;---;1;0;25;8;0;6;1;12;0;2;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Solm army.;25;8;0;6;1;12;0;2;7;4;25;8;0;6;1;12;0;2;7;4
Solmic Soldier;PID_?????_???????3;Lance Armor;---;Male;---;---;Default;---;---;1;0;25;8;0;6;1;12;0;2;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Solm army.;25;8;0;6;1;12;0;2;7;4;25;8;0;6;1;12;0;2;7;4
Solmic Soldier;PID_?????_???????4;Lance Armor;---;Male;---;---;Default;---;---;1;0;25;8;0;6;1;12;0;2;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Solm army.;25;8;0;6;1;12;0;2;7;4;25;8;0;6;1;12;0;2;7;4
Solmic Soldier;PID_?????_???????5;Lance Armor;---;Male;---;---;Default;---;---;1;0;25;8;0;6;1;12;0;2;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Solm army.;25;8;0;6;1;12;0;2;7;4;25;8;0;6;1;12;0;2;7;4
Solmic Soldier;PID_?????_???????6;Lance Armor;---;Male;---;---;Default;---;---;1;0;25;8;0;6;1;12;0;2;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Solm army.;25;8;0;6;1;12;0;2;7;4;25;8;0;6;1;12;0;2;7;4
Solmic Soldier;PID_?????_???????7;Lance Armor;---;Female;---;---;Default;---;---;1;0;25;8;0;6;1;12;0;2;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Solm army.;25;8;0;6;1;12;0;2;7;4;25;8;0;6;1;12;0;2;7;4
Solmic Soldier;PID_?????_???????8;Lance Armor;---;Female;---;---;Default;---;---;1;0;25;8;0;6;1;12;0;2;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Solm army.;25;8;0;6;1;12;0;2;7;4;25;8;0;6;1;12;0;2;7;4
Solmic Soldier;PID_?????_???????9;Lance Armor;---;Female;---;---;Default;---;---;1;0;25;8;0;6;1;12;0;2;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Solm army.;25;8;0;6;1;12;0;2;7;4;25;8;0;6;1;12;0;2;7;4
Solmic Soldier;PID_?????_???????10;Lance Armor;---;Female;---;---;Default;---;---;1;0;25;8;0;6;1;12;0;2;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Solm army.;25;8;0;6;1;12;0;2;7;4;25;8;0;6;1;12;0;2;7;4
Solmic Soldier;PID_?????_??????1;Sword Cavalier;---;Male;---;---;Default;---;---;1;0;23;6;1;8;7;4;2;2;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Solm army.;23;6;1;8;7;4;2;2;6;5;23;6;1;8;7;4;2;2;6;5
Solmic Soldier;PID_?????_??????2;Sword Cavalier;---;Male;---;---;Default;---;---;1;0;23;6;1;8;7;4;2;2;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Solm army.;23;6;1;8;7;4;2;2;6;5;23;6;1;8;7;4;2;2;6;5
Solmic Soldier;PID_?????_??????3;Sword Cavalier;---;Female;---;---;Default;---;---;1;0;23;6;1;8;7;4;2;2;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Solm army.;23;6;1;8;7;4;2;2;6;5;23;6;1;8;7;4;2;2;6;5
Solmic Soldier;PID_?????_??????4;Sword Cavalier;---;Female;---;---;Default;---;---;1;0;23;6;1;8;7;4;2;2;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Solm army.;23;6;1;8;7;4;2;2;6;5;23;6;1;8;7;4;2;2;6;5
Solmic Soldier;PID_?????_???1;Martial Monk;---;Male;---;---;Default;---;---;1;0;18;3;5;6;5;3;8;3;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Solm army.;18;3;5;6;5;3;8;3;3;4;18;3;5;6;5;3;8;3;3;4
Solmic Soldier;PID_?????_???2;Martial Monk;---;Male;---;---;Default;---;---;1;0;18;3;5;6;5;3;8;3;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Solm army.;18;3;5;6;5;3;8;3;3;4;18;3;5;6;5;3;8;3;3;4
Solmic Soldier;PID_?????_???3;Martial Monk;---;Female;---;---;Default;---;---;1;0;18;3;5;6;5;3;8;3;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Solm army.;18;3;5;6;5;3;8;3;3;4;18;3;5;6;5;3;8;3;3;4
Solmic Soldier;PID_?????_???4;Martial Monk;---;Female;---;---;Default;---;---;1;0;18;3;5;6;5;3;8;3;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Solm army.;18;3;5;6;5;3;8;3;3;4;18;3;5;6;5;3;8;3;3;4
Solmic Soldier;PID_?????_???1;Mage;---;Male;---;---;Default;---;---;1;0;18;1;7;6;6;1;7;2;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Solm army.;18;1;7;6;6;1;7;2;4;4;18;1;7;6;6;1;7;2;4;4
Solmic Soldier;PID_?????_???2;Mage;---;Male;---;---;Default;---;---;1;0;18;1;7;6;6;1;7;2;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Solm army.;18;1;7;6;6;1;7;2;4;4;18;1;7;6;6;1;7;2;4;4
Solmic Soldier;PID_?????_???3;Mage;---;Female;---;---;Default;---;---;1;0;18;1;7;6;6;1;7;2;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Solm army.;18;1;7;6;6;1;7;2;4;4;18;1;7;6;6;1;7;2;4;4
Solmic Soldier;PID_?????_???4;Mage;---;Female;---;---;Default;---;---;1;0;18;1;7;6;6;1;7;2;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Solm army.;18;1;7;6;6;1;7;2;4;4;18;1;7;6;6;1;7;2;4;4
Solmic Soldier;PID_?????_?????1;Archer;---;Male;---;---;Default;---;---;1;0;19;6;0;9;5;2;1;2;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Solm army.;19;6;0;9;5;2;1;2;4;4;19;6;0;9;5;2;1;2;4;4
Solmic Soldier;PID_?????_?????2;Archer;---;Male;---;---;Default;---;---;1;0;19;6;0;9;5;2;1;2;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Solm army.;19;6;0;9;5;2;1;2;4;4;19;6;0;9;5;2;1;2;4;4
Solmic Soldier;PID_?????_?????3;Archer;---;Female;---;---;Default;---;---;1;0;19;6;0;9;5;2;1;2;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Solm army.;19;6;0;9;5;2;1;2;4;4;19;6;0;9;5;2;1;2;4;4
Solmic Soldier;PID_?????_?????4;Archer;---;Female;---;---;Default;---;---;1;0;19;6;0;9;5;2;1;2;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;An ordinary soldier in the Solm army.;19;6;0;9;5;2;1;2;4;4;19;6;0;9;5;2;1;2;4;4
---;PID_?????_?????;---;---;???;---;---;Default;---;---;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;#N/A;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1
---;PID_?????_?????;---;---;???;---;---;Default;---;---;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;#N/A;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1
Fabrication;PID_G000_???_????????;Sword Fighter;---;Female;---;---;Default;---;---;1;0;20;5;0;7;8;3;2;2;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A soulless soldier created by secret techniques. It has no will of its own and only follows its master's orders.;20;5;0;7;8;3;2;2;5;4;20;5;0;7;8;3;2;2;5;4
Fabrication;PID_G000_???_????????;Lance Fighter;---;Male;---;---;Default;---;---;1;0;23;7;2;8;6;4;2;2;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A soulless soldier created by secret techniques. It has no will of its own and only follows its master's orders.;23;7;2;8;6;4;2;2;5;4;23;7;2;8;6;4;2;2;5;4
Fabrication;PID_G000_???_????????;Axe Fighter;---;Male;---;---;Default;---;---;1;0;26;9;0;5;5;3;1;1;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A soulless soldier created by secret techniques. It has no will of its own and only follows its master's orders.;26;9;0;5;5;3;1;1;7;4;26;9;0;5;5;3;1;1;7;4
Fabrication;PID_G000_???_?????;Archer;---;Male;---;---;Default;---;---;1;0;19;6;0;9;5;2;1;2;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A soulless soldier created by secret techniques. It has no will of its own and only follows its master's orders.;19;6;0;9;5;2;1;2;4;4;19;6;0;9;5;2;1;2;4;4
Fabrication;PID_G000_???_???????;Sword Flier;---;Female;---;---;Default;---;---;1;0;21;5;2;7;9;3;7;3;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A soulless soldier created by secret techniques. It has no will of its own and only follows its master's orders.;21;5;2;7;9;3;7;3;4;5;21;5;2;7;9;3;7;3;4;5
Fabrication;PID_G000_???_???????;Lance Flier;---;Female;---;---;Default;---;---;1;0;21;5;2;7;9;3;7;3;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A soulless soldier created by secret techniques. It has no will of its own and only follows its master's orders.;21;5;2;7;9;3;7;3;4;5;21;5;2;7;9;3;7;3;4;5
Fabrication;PID_G000_???_???????;Axe Flier;---;Female;---;---;Default;---;---;1;0;21;5;2;7;9;3;7;3;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A soulless soldier created by secret techniques. It has no will of its own and only follows its master's orders.;21;5;2;7;9;3;7;3;4;5;21;5;2;7;9;3;7;3;4;5
Fabrication;PID_G000_???_??????;Sword Cavalier;---;Male;---;---;Default;---;---;1;0;23;6;1;8;7;4;2;2;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A soulless soldier created by secret techniques. It has no will of its own and only follows its master's orders.;23;6;1;8;7;4;2;2;6;5;23;6;1;8;7;4;2;2;6;5
Fabrication;PID_G000_???_??????;Lance Cavalier;---;Female;---;---;Default;---;---;1;0;23;6;1;8;7;4;2;2;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A soulless soldier created by secret techniques. It has no will of its own and only follows its master's orders.;23;6;1;8;7;4;2;2;6;5;23;6;1;8;7;4;2;2;6;5
Fabrication;PID_G000_???_??????;Axe Cavalier;---;Female;---;---;Default;---;---;1;0;23;6;1;8;7;4;2;2;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A soulless soldier created by secret techniques. It has no will of its own and only follows its master's orders.;23;6;1;8;7;4;2;2;6;5;23;6;1;8;7;4;2;2;6;5
Fabrication;PID_G000_???_???????;Sword Armor;---;Female;---;---;Default;---;---;1;0;25;8;0;6;1;12;0;2;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A soulless soldier created by secret techniques. It has no will of its own and only follows its master's orders.;25;8;0;6;1;12;0;2;7;4;25;8;0;6;1;12;0;2;7;4
Fabrication;PID_G000_???_???????;Lance Armor;---;Male;---;---;Default;---;---;1;0;25;8;0;6;1;12;0;2;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A soulless soldier created by secret techniques. It has no will of its own and only follows its master's orders.;25;8;0;6;1;12;0;2;7;4;25;8;0;6;1;12;0;2;7;4
Fabrication;PID_G000_???_???????;Axe Armor;---;Male;---;---;Default;---;---;1;0;25;8;0;6;1;12;0;2;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A soulless soldier created by secret techniques. It has no will of its own and only follows its master's orders.;25;8;0;6;1;12;0;2;7;4;25;8;0;6;1;12;0;2;7;4
Fabrication;PID_G000_???_???;Mage;---;Male;---;---;Default;---;---;1;0;18;1;7;6;6;1;7;2;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A soulless soldier created by secret techniques. It has no will of its own and only follows its master's orders.;18;1;7;6;6;1;7;2;4;4;18;1;7;6;6;1;7;2;4;4
Fabrication;PID_G000_???_???;Martial Monk;---;Male;---;---;Default;---;---;1;0;18;3;5;6;5;3;8;3;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A soulless soldier created by secret techniques. It has no will of its own and only follows its master's orders.;18;3;5;6;5;3;8;3;3;4;18;3;5;6;5;3;8;3;3;4
Fabrication;PID_G000_???_??????;Enchanter;---;Female;---;---;Default;---;---;1;0;31;9;9;14;15;8;8;14;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A soulless soldier created by secret techniques. It has no will of its own and only follows its master's orders.;31;12;12;14;15;12;12;14;6;5;34;15;15;16;17;15;15;14;6;5
Fabrication;PID_G000_???_??????;(Mage Cannon);---;Male;---;---;Default;---;---;1;0;???;???;???;???;???;???;???;???;???;???;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A soulless soldier created by secret techniques. It has no will of its own and only follows its master's orders.;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???;???
Fabrication;PID_G000_???_???;Thief;---;Female;---;---;Default;---;---;1;0;22;5;0;10;10;6;2;2;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A soulless soldier created by secret techniques. It has no will of its own and only follows its master's orders.;22;5;0;10;10;6;2;2;4;5;22;5;0;10;10;6;2;2;4;5
Fabrication;PID_G000_???;Phantom Wyrm;---;???;---;---;Default;---;---;1;0;30;0*;7;0;0;9;9;0;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A soulless monster created by secret techniques. It has no will of its own and only follows its master's orders.;30;0*;7;0;0;9;9;0;10;2;30;0*;7;0;0;9;9;0;10;2
Fabrication;PID_G000_????;Phantom Wyvern;---;???;---;---;Default;---;---;1;0;30;2;5;4;5;8;10;3;8;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;(Hit/Avoid -20);---;---;---;---;A soulless wyvern created by secret techniques. It has no will of its own and only follows its master's orders.;30;2;5;4;5;8;10;3;8;5;30;2;5;4;5;8;10;3;8;5
Fabrication;PID_G000_???_???????_?????;Sword Flier;---;Female;---;---;Default;---;---;1;0;21;5;2;7;9;3;7;3;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Void Curse;(Hit/Avoid -20);---;---;---;---;A soulless soldier created by secret techniques. It has no will of its own and only follows its master's orders.;21;5;2;7;9;3;7;3;4;5;21;5;2;7;9;3;7;3;4;5
Fabrication;PID_G000_???_???????_?????;Lance Flier;---;Female;---;---;Default;---;---;1;0;21;5;2;7;9;3;7;3;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Void Curse;(Hit/Avoid -20);---;---;---;---;A soulless soldier created by secret techniques. It has no will of its own and only follows its master's orders.;21;5;2;7;9;3;7;3;4;5;21;5;2;7;9;3;7;3;4;5
Fabrication;PID_G000_???_??????_?????;Axe Cavalier;---;Male;---;---;Default;---;---;1;0;23;6;1;8;7;4;2;2;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Void Curse;(Hit/Avoid -20);---;---;(Divine Blessing Dragon No Bonus);---;A soulless soldier created by secret techniques. It has no will of its own and only follows its master's orders.;23;6;1;8;7;4;2;2;6;5;23;6;1;8;7;4;2;2;6;5
Tiki;PID_G001_??;Emblem;---;Female;---;---;Default;---;---;5;0;21;6;6;7;8;3;7;12;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Lightsphere, Starsphere, Lifesphere, Geosphere, Draconic Form, (Stuck);(Hit/Avoid -10);Stalwart;Veteran+;(Divine Blessing Dragon No Bonus);---;Known as the Emblem of Dragons. A naive young girl with the blood of Divine Dragons.;21;7;7;7;8;4;7;12;3;5;22;7;8;8;8;5;8;12;3;5
Tiki;PID_G001_??_????;Emblem;---;Female;---;---;Default;---;---;5;0;21;6;6;7;8;3;7;12;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Lightsphere, Starsphere, Lifesphere, Geosphere, Draconic Form, (Stuck);(Hit/Avoid -10);Stalwart;Veteran+;(Divine Blessing Dragon No Bonus);---;Known as the Emblem of Dragons. A naive young girl with the blood of Divine Dragons.;21;7;7;7;8;4;7;12;3;5;22;7;8;8;8;5;8;12;3;5
Tiki;PID_G001_??_??;Emblem;---;Female;---;---;Default;---;---;5;0;21;6;6;7;8;3;7;12;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Lightsphere, Starsphere, Lifesphere, Geosphere, Draconic Form, (Stuck);(Hit/Avoid -10);Stalwart;Veteran+;Divine Blessing;---;Known as the Emblem of Dragons. A naive young girl with the blood of Divine Dragons.;21;7;7;7;8;4;7;12;3;5;22;7;8;8;8;5;8;12;3;5
Tiki;PID_G001_??_??_????;Emblem;---;Female;---;---;Default;---;---;5;0;21;6;6;7;8;3;7;12;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Lightsphere, Starsphere, Lifesphere, Geosphere, Draconic Form, (Stuck);(Hit/Avoid -10);Stalwart;Veteran+;Divine Blessing;---;Known as the Emblem of Dragons. A naive young girl with the blood of Divine Dragons.;21;7;7;7;8;4;7;12;3;5;22;7;8;8;8;5;8;12;3;5
